"CITYCD"	"CITYNAME"	"PROVCD"	"CREATEUSERSEQ"	"CREATEDEPTSEQ"	"CREATETIME"	"UPDATEUSERSEQ"	"UPDATEDEPTSEQ"	"UPDATETIME"
"7055"	"思南县"	"52"						
"7056"	"印江县"	"52"						
"7057"	"德江县"	"52"						
"7058"	"沿河县"	"52"						
"7059"	"松桃县"	"52"						
"7061"	"万山"	"52"						
"7070"	"兴义市"	"52"						
"7072"	"兴仁县"	"52"						
"7073"	"普安县"	"52"						
"7074"	"晴隆县"	"52"						
"7075"	"贞丰县"	"52"						
"7076"	"望漠县"	"52"						
"7077"	"册亨县"	"52"						
"7078"	"安龙县"	"52"						
"7090"	"毕节市"	"52"						
"7092"	"大方县"	"52"						
"7093"	"黔西县"	"52"						
"7094"	"金沙县"	"52"						
"7095"	"织金县"	"52"						
"7096"	"纳雍县"	"52"						
"7097"	"威宁县"	"52"						
"7098"	"赫章县"	"52"						
"7110"	"安顺市"	"52"						
"7117"	"平坝县"	"52"						
"7118"	"普定县"	"52"						
"7119"	"关岭县"	"52"						
"7121"	"镇宁县"	"52"						
"7122"	"紫云县"	"52"						
"7130"	"凯里市"	"52"						
"7132"	"黄平县"	"52"						
"7133"	"施秉县"	"52"						
"7134"	"三穗县"	"52"						
"7135"	"镇远县"	"52"						
"7136"	"岑巩县"	"52"						
"7137"	"天柱县"	"52"						
"7138"	"锦屏县"	"52"						
"7139"	"剑河县"	"52"						
"7141"	"台江县"	"52"						
"7142"	"黎平县"	"52"						
"7143"	"榕江县"	"52"						
"7144"	"从江县"	"52"						
"7145"	"雷山县"	"52"						
"7146"	"麻江县"	"52"						
"7147"	"丹寨县"	"52"						
"7150"	"都匀市"	"52"						
"7152"	"荔波县"	"52"						
"7153"	"贵定县"	"52"						
"7154"	"福泉县"	"52"						
"7155"	"翁安县"	"52"						
"7156"	"独山县"	"52"						
"7157"	"平塘县"	"52"						
"7158"	"罗甸县"	"52"						
"7159"	"长顺县"	"52"						
"7161"	"龙里县"	"52"						
"7162"	"惠水县"	"52"						
"7163"	"三都县"	"52"						
"7310"	"昆明"	"53"						
"7340"	"昭通市"	"53"						
"7342"	"鲁甸县"	"53"						
"7343"	"巧家县"	"53"						
"7344"	"盐津县"	"53"						
"7345"	"大关县"	"53"						
"7346"	"永善县"	"53"						
"7347"	"绥江县"	"53"						
"7348"	"镇雄县"	"53"						
"7349"	"彝良县"	"53"						
"7351"	"威信县"	"53"						
"7352"	"永富县"	"53"						
"7360"	"曲靖市"	"53"						
"7362"	"马龙县"	"53"						
"7363"	"宣威市"	"53"						
"7364"	"富源县"	"53"						
"7365"	"罗平县"	"53"						
"7366"	"师宗县"	"53"						
"7367"	"陆良县"	"53"						
"7369"	"会泽县"	"53"						
"7371"	"沾益县"	"53"						
"7380"	"楚雄市"	"53"						
"7382"	"双柏县"	"53"						
"7383"	"牟定县"	"53"						
"7384"	"南华县"	"53"						
"7385"	"姚安县"	"53"						
"7386"	"大姚县"	"53"						
"7387"	"永仁县"	"53"						
"7388"	"元谋县"	"53"						
"7389"	"武定县"	"53"						
"7391"	"禄丰县"	"53"						
"7410"	"玉溪市"	"53"						
"7412"	"江川县"	"53"						
"7413"	"澄江县"	"53"						
"7414"	"通海县"	"53"						
"7415"	"华宁县"	"53"						
"7416"	"易门县"	"53"						
"7417"	"峨山县"	"53"						
"7418"	"新平县"	"53"						
"7419"	"元江县"	"53"						
"7430"	"个旧市"	"53"						
"7432"	"开远市"	"53"						
"7433"	"蒙自县"	"53"						
"7434"	"屏边县"	"53"						
"7435"	"建水县"	"53"						
"7436"	"石屏县"	"53"						
"7437"	"弥勒县"	"53"						
"7438"	"泸西县"	"53"						
"7439"	"元阳县"	"53"						
"7441"	"红河县"	"53"						
"7442"	"金平县"	"53"						
"7443"	"绿春县"	"53"						
"7444"	"河口县"	"53"						
"7450"	"文山县"	"53"						
"7452"	"砚山县"	"53"						
"7453"	"西畴县"	"53"						
"7454"	"麻栗坡县"	"53"						
"7455"	"马关县"	"53"						
"7456"	"邱北县"	"53"						
"7457"	"广南县"	"53"						
"7458"	"富宁县"	"53"						
"7470"	"思茅市"	"53"						
"7472"	"普洱县"	"53"						
"7473"	"墨江县"	"53"						
"7474"	"景东县"	"53"						
"7475"	"景谷县"	"53"						
"7476"	"镇沅县"	"53"						
"7477"	"江城县"	"53"						
"7478"	"孟连县"	"53"						
"7479"	"澜沧县"	"53"						
"7481"	"西盟县"	"53"						
"7490"	"景洪市"	"53"						
"7492"	"勐海县"	"53"						
"7493"	"勐腊县"	"53"						
"7510"	"大理市"	"53"						
"7512"	"漾濞县"	"53"						
"7513"	"祥云县"	"53"						
"7514"	"宾川县"	"53"						
"7515"	"弥渡县"	"53"						
"7516"	"南涧县"	"53"						
"7517"	"巍山县"	"53"						
"7518"	"永平县"	"53"						
"7519"	"云龙县"	"53"						
"7521"	"洱源县"	"53"						
"7522"	"剑川县"	"53"						
"7523"	"鹤庆县"	"53"						
"7530"	"保山市"	"53"						
"7532"	"施甸县"	"53"						
"7533"	"腾冲县"	"53"						
"7534"	"龙陵县"	"53"						
"7535"	"昌宁县"	"53"						
"7540"	"潞西市"	"53"						
"7544"	"盈江县"	"53"						
"7545"	"陇川县"	"53"						
"7546"	"瑞丽市"	"53"						
"7550"	"丽江县"	"53"						
"7552"	"永胜县"	"53"						
"7553"	"华坪县"	"53"						
"7554"	"宁蒗县"	"53"						
"7560"	"泸水县"	"53"						
"7562"	"福贡县"	"53"						
"7563"	"贡山县"	"53"						
"7564"	"兰坪县"	"53"						
"7570"	"香格里拉县"	"53"						
"7572"	"德钦县"	"53"						
"7573"	"维西县"	"53"						
"7580"	"临沧县"	"53"						
"7582"	"凤庆县"	"53"						
"7583"	"云县县"	"53"						
"7584"	"永德县"	"53"						
"7585"	"镇康县"	"53"						
"7586"	"双江县"	"53"						
"7587"	"耿马县"	"53"						
"7588"	"沧源县"	"53"						
"7711"	"樟木口岸"	"54"						
"7720"	"昌都县"	"54"						
"7721"	"江达县"	"54"						
"7722"	"贡觉县"	"54"						
"8872"	"精河县"	"65"						
"8873"	"温泉县"	"65"						
"8880"	"库尔勒市"	"65"						
"8882"	"轮台县"	"65"						
"8883"	"尉犁县"	"65"						
"8884"	"若羌县"	"65"						
"8885"	"且末县"	"65"						
"8886"	"焉耆回族自治县"	"65"						
"8887"	"和静县"	"65"						
"8888"	"和硕县"	"65"						
"8889"	"博湖县"	"65"						
"8910"	"阿克苏市"	"65"						
"8912"	"温宿县"	"65"						
"8913"	"库车县"	"65"						
"8914"	"沙雅县"	"65"						
"8915"	"新和县"	"65"						
"8916"	"拜城县"	"65"						
"8917"	"乌什县"	"65"						
"8918"	"阿瓦提县"	"65"						
"8919"	"柯坪县"	"65"						
"8930"	"阿图什市"	"65"						
"8932"	"阿可陶县"	"65"						
"8933"	"阿合奇县"	"65"						
"8934"	"乌恰县"	"65"						
"8940"	"喀什"	"65"						
"8942"	"疏附县"	"65"						
"8943"	"疏勒县"	"65"						
"8944"	"英吉沙县"	"65"						
"8945"	"泽普县"	"65"						
"8946"	"莎车县"	"65"						
"8947"	"叶城县"	"65"						
"8948"	"麦盖提县"	"65"						
"8949"	"岳普湖县"	"65"						
"8951"	"伽师县"	"65"						
"8952"	"巴楚县"	"65"						
"8953"	"塔什库尔干塔吉克县"	"65"						
"8960"	"和田市"	"65"						
"8963"	"墨玉县"	"65"						
"8964"	"皮山县"	"65"						
"8965"	"洛浦县"	"65"						
"8966"	"策勒县"	"65"						
"8967"	"于田县"	"65"						
"8968"	"民丰县"	"65"						
"8980"	"伊宁市"	"65"						
"8981"	"奎屯市"	"65"						
"8992"	"伊宁县"	"65"						
"8993"	"察布查尔锡伯自治县"	"65"						
"8994"	"霍城县"	"65"						
"8995"	"巩留县"	"65"						
"8996"	"新源县"	"65"						
"8997"	"昭苏县"	"65"						
"8998"	"特克斯县"	"65"						
"8999"	"尼勒克县"	"65"						
"9010"	"塔城市"	"65"						
"9012"	"额敏县"	"65"						
"9013"	"乌苏市"	"65"						
"9014"	"沙湾县"	"65"						
"9015"	"托里县"	"65"						
"9016"	"裕民县"	"65"						
"9017"	"和布克赛尔蒙古自治县"	"65"						
"9020"	"阿勒泰市"	"65"						
"9022"	"布尔津县"	"65"						
"9023"	"富蕴县"	"65"						
"9024"	"福海县"	"65"						
"9025"	"哈巴河县"	"65"						
"9026"	"青河县"	"65"						
"9027"	"吉木乃县"	"65"						
"1000"	"北京市"	"11"						
"1100"	"天津"	"12"						
"1210"	"石家庄"	"13"						
"1240"	"唐山"	"13"						
"1243"	"滦县"	"13"						
"1244"	"滦南县"	"13"						
"1245"	"乐亭县"	"13"						
"1246"	"迁安市"	"13"						
"1247"	"迁西县"	"13"						
"1248"	"遵化市"	"13"						
"1249"	"玉田县"	"13"						
"1251"	"唐海县"	"13"						
"1260"	"秦皇岛市"	"13"						
"1261"	"青龙县"	"13"						
"1262"	"昌黎县"	"13"						
"1263"	"抚宁县"	"13"						
"1264"	"卢龙县"	"13"						
"1270"	"邯郸市"	"13"						
"1271"	"邯郸县"	"13"						
"1281"	"大名县"	"13"						
"1282"	"魏县"	"13"						
"1283"	"曲周县"	"13"						
"1284"	"邱县"	"13"						
"1285"	"鸡泽县"	"13"						
"1286"	"肥乡县"	"13"						
"1287"	"广平县"	"13"						
"1288"	"成安县"	"13"						
"1289"	"临漳县"	"13"						
"1291"	"磁县"	"13"						
"1292"	"涉县"	"13"						
"1293"	"永年县"	"13"						
"1294"	"馆陶县"	"13"						
"1295"	"武安市"	"13"						
"1310"	"邢台市"	"13"						
"1311"	"邢台县"	"13"						
"1321"	"南宫市"	"13"						
"1322"	"沙河市"	"13"						
"1323"	"临城县"	"13"						
"1324"	"内邱县"	"13"						
"1325"	"柏乡县"	"13"						
"1326"	"隆尧县"	"13"						
"1327"	"任县"	"13"						
"1328"	"南和县"	"13"						
"1329"	"宁晋县"	"13"						
"1331"	"巨鹿县"	"13"						
"1332"	"新河县"	"13"						
"1333"	"广宗县"	"13"						
"1334"	"平乡县"	"13"						
"1335"	"威县"	"13"						
"1336"	"清河县"	"13"						
"1337"	"临西县"	"13"						
"1340"	"保定市"	"13"						
"1341"	"满城县"	"13"						
"1342"	"清苑县"	"13"						
"1351"	"定州市"	"13"						
"1352"	"涿州市"	"13"						
"1353"	"易县"	"13"						
"1354"	"徐水县"	"13"						
"1355"	"涞源县"	"13"						
"1356"	"定兴县"	"13"						
"1357"	"顺平县"	"13"						
"1358"	"唐县"	"13"						
"1359"	"望都县"	"13"						
"1361"	"涞水县"	"13"						
"1362"	"高阳县"	"13"						
"1363"	"安新县"	"13"						
"1364"	"雄县"	"13"						
"1365"	"容城县"	"13"						
"1366"	"高碑店市"	"13"						
"1367"	"曲阳县"	"13"						
"1368"	"阜平县"	"13"						
"1369"	"安国市"	"13"						
"8255"	"张家川县"	"62"						
"8260"	"酒泉市"	"62"						
"8261"	"玉门市"	"62"						
"8263"	"敦煌市"	"62"						
"8264"	"金塔县"	"62"						
"8265"	"肃北县"	"62"						
"8266"	"阿克塞县"	"62"						
"8267"	"安西县"	"62"						
"8270"	"张掖市"	"62"						
"8272"	"肃南县"	"62"						
"8273"	"民乐县"	"62"						
"8274"	"临泽县"	"62"						
"8275"	"高台县"	"62"						
"8276"	"山丹县"	"62"						
"8280"	"武威市"	"62"						
"8282"	"民勤县"	"62"						
"8283"	"古浪县"	"62"						
"8284"	"天祝县"	"62"						
"8290"	"定西市"	"62"						
"8292"	"通渭县"	"62"						
"8293"	"陇西县"	"62"						
"8294"	"渭源县"	"62"						
"8295"	"临兆县"	"62"						
"8296"	"漳县"	"62"						
"8297"	"岷县"	"62"						
"8310"	"陇南地区"	"62"						
"8312"	"宕昌县"	"62"						
"8313"	"成县"	"62"						
"8314"	"康县"	"62"						
"8315"	"文县"	"62"						
"8316"	"西和县"	"62"						
"8317"	"礼县"	"62"						
"8318"	"两当县"	"62"						
"8319"	"徽县"	"62"						
"8330"	"平凉市"	"62"						
"8332"	"泾川县"	"62"						
"8333"	"灵台县"	"62"						
"8334"	"崇信县"	"62"						
"8335"	"华亭县"	"62"						
"8336"	"庄浪县"	"62"						
"8337"	"静宁县"	"62"						
"8340"	"庆阳市"	"62"						
"8342"	"庆城县"	"62"						
"8343"	"环县"	"62"						
"8344"	"华池县"	"62"						
"8345"	"合水县"	"62"						
"8346"	"正宁县"	"62"						
"8347"	"宁县"	"62"						
"8348"	"镇原县"	"62"						
"8360"	"临夏州"	"62"						
"8362"	"临夏县"	"62"						
"8363"	"康乐县"	"62"						
"8364"	"永靖县"	"62"						
"8365"	"广河县"	"62"						
"8366"	"和政县"	"62"						
"8367"	"东乡"	"62"						
"8368"	"积石山县"	"62"						
"8380"	"甘南州"	"62"						
"8381"	"临潭县"	"62"						
"8382"	"卓尼县"	"62"						
"8383"	"舟曲县"	"62"						
"8384"	"迭部县"	"62"						
"8385"	"玛曲县"	"62"						
"8386"	"碌曲县"	"62"						
"8387"	"夏河县"	"62"						
"8510"	"西宁"	"63"						
"8520"	"海东地区"	"63"						
"8521"	"平安县"	"63"						
"8522"	"民和回族土族自治县"	"63"						
"8523"	"乐都县"	"63"						
"8526"	"互助土族自治县"	"63"						
"8527"	"化隆回族自治县"	"63"						
"8528"	"循化撒拉族自治县"	"63"						
"8540"	"海北州"	"63"						
"8541"	"门源回族自治县"	"63"						
"8542"	"祁连县"	"63"						
"8543"	"海晏县"	"63"						
"8544"	"刚察县"	"63"						
"8550"	"黄南州"	"63"						
"8551"	"同仁县"	"63"						
"8552"	"尖扎县"	"63"						
"8553"	"泽库县"	"63"						
"8554"	"河南县"	"63"						
"8560"	"海南州"	"63"						
"8561"	"共和县"	"63"						
"8562"	"同德县"	"63"						
"8563"	"贵德县"	"63"						
"8564"	"兴海县"	"63"						
"8565"	"贵南县"	"63"						
"8570"	"果洛川"	"63"						
"8571"	"玛沁县"	"63"						
"8572"	"班玛县"	"63"						
"8573"	"甘德县"	"63"						
"8574"	"达日县"	"63"						
"8575"	"久治县"	"63"						
"8576"	"玛多县"	"63"						
"8580"	"玉树州"	"63"						
"8581"	"玉树县"	"63"						
"8582"	"杂多县"	"63"						
"8583"	"称多县"	"63"						
"8584"	"治多县"	"63"						
"8585"	"囊谦县"	"63"						
"8586"	"曲麻莱县"	"63"						
"8590"	"海西州"	"63"						
"8591"	"格尔木市"	"63"						
"8592"	"德令哈市"	"63"						
"8593"	"乌兰县"	"63"						
"8594"	"都兰县"	"63"						
"8595"	"天峻县"	"63"						
"8710"	"银川"	"64"						
"8720"	"石嘴山市"	"64"						
"8721"	"平罗县"	"64"						
"8732"	"青铜峡市"	"64"						
"8736"	"盐池县"	"64"						
"8737"	"同心县"	"64"						
"8743"	"西吉县"	"64"						
"8744"	"隆德县"	"64"						
"8745"	"泾源县"	"64"						
"8746"	"彭阳县"	"64"						
"8810"	"乌鲁木齐"	"65"						
"8820"	"克拉玛依市"	"65"						
"8830"	"吐鲁番市"	"65"						
"8832"	"鄯善县"	"65"						
"8833"	"托克逊县"	"65"						
"8840"	"哈密市"	"65"						
"8842"	"巴里坤哈萨克自治县"	"65"						
"8843"	"伊吾县"	"65"						
"8850"	"昌吉市"	"65"						
"8852"	"米泉市"	"65"						
"8853"	"呼图壁县"	"65"						
"8854"	"玛纳斯县"	"65"						
"8855"	"奇台县"	"65"						
"8856"	"阜康市"	"65"						
"8857"	"吉木萨尔县"	"65"						
"8858"	"五家渠市"	"65"						
"8870"	"博乐市"	"65"						
"4585"	"昌邑市"	"37"						
"4586"	"高密市"	"37"						
"4588"	"青州市"	"37"						
"4589"	"诸城市"	"37"						
"4610"	"济宁市"	"37"						
"4611"	"兖州市"	"37"						
"4612"	"邹城市"	"37"						
"4613"	"微山县"	"37"						
"4614"	"鱼台县"	"37"						
"4615"	"金乡县"	"37"						
"4616"	"嘉祥县"	"37"						
"4617"	"汶上县"	"37"						
"4618"	"泗水县"	"37"						
"4619"	"曲阜市"	"37"						
"4630"	"泰安市"	"37"						
"4631"	"宁阳县"	"37"						
"4632"	"肥城市"	"37"						
"4633"	"东平县"	"37"						
"4635"	"新泰市"	"37"						
"4650"	"威海市"	"37"						
"4651"	"乳山市"	"37"						
"4652"	"文登市"	"37"						
"4653"	"荣成市"	"37"						
"4660"	"滨州市"	"37"						
"4662"	"惠民县"	"37"						
"4663"	"阳信县"	"37"						
"4664"	"无棣县"	"37"						
"4665"	"沾化县"	"37"						
"4666"	"博兴县"	"37"						
"4667"	"邹平县"	"37"						
"4680"	"德州市"	"37"						
"4682"	"乐陵市"	"37"						
"4683"	"陵县"	"37"						
"4684"	"平原县"	"37"						
"4685"	"夏津县"	"37"						
"4686"	"武城县"	"37"						
"4687"	"齐河县"	"37"						
"4688"	"禹城市"	"37"						
"4689"	"临邑县"	"37"						
"4693"	"宁津县"	"37"						
"4694"	"庆云县"	"37"						
"4710"	"聊城市"	"37"						
"4712"	"临清市"	"37"						
"4713"	"阳谷县"	"37"						
"4714"	"莘县"	"37"						
"4715"	"茌平县"	"37"						
"4716"	"东阿县"	"37"						
"4717"	"冠县"	"37"						
"4718"	"高唐县"	"37"						
"4730"	"临沂市"	"37"						
"4733"	"郯城县"	"37"						
"4734"	"苍山县"	"37"						
"4735"	"莒南县"	"37"						
"4737"	"沂水县"	"37"						
"4739"	"蒙阴县"	"37"						
"4742"	"费县"	"37"						
"4743"	"沂南县"	"37"						
"4744"	"临沭县"	"37"						
"4750"	"荷泽市"	"37"						
"4752"	"曹县"	"37"						
"4753"	"定陶县"	"37"						
"4754"	"成武县"	"37"						
"4755"	"单县"	"37"						
"4756"	"巨野县"	"37"						
"4758"	"郓城县"	"37"						
"4759"	"鄄城县"	"37"						
"4761"	"东明县"	"37"						
"4910"	"郑州"	"41"						
"4920"	"开封市"	"41"						
"4921"	"杞县"	"41"						
"4922"	"通许县"	"41"						
"4923"	"尉氏县"	"41"						
"4924"	"开封县"	"41"						
"4925"	"兰考县"	"41"						
"4930"	"洛阳市"	"41"						
"4931"	"偃师市"	"41"						
"4932"	"孟津县"	"41"						
"4933"	"新安县"	"41"						
"4934"	"弈川县"	"41"						
"4935"	"嵩县"	"41"						
"4936"	"汝阳县"	"41"						
"4937"	"宜阳县"	"41"						
"4938"	"洛宁县"	"41"						
"4939"	"伊川县"	"41"						
"4950"	"平顶山市"	"41"						
"4951"	"宝川县"	"41"						
"4952"	"叶县"	"41"						
"4953"	"鲁山县"	"41"						
"4954"	"郏县"	"41"						
"4956"	"汝州市"	"41"						
"4960"	"安阳市"	"41"						
"4961"	"林州市"	"41"						
"4962"	"安阳县"	"41"						
"4963"	"汤阴县"	"41"						
"4964"	"滑县"	"41"						
"4965"	"内黄县"	"41"						
"4970"	"鹤壁市"	"41"						
"4971"	"浚县"	"41"						
"4972"	"淇县"	"41"						
"4980"	"新乡市"	"41"						
"4981"	"新乡县"	"41"						
"4982"	"获嘉县"	"41"						
"4983"	"原阳县"	"41"						
"4984"	"延津县"	"41"						
"4985"	"封丘县"	"41"						
"4986"	"长垣县"	"41"						
"4987"	"卫辉市"	"41"						
"4988"	"辉县市"	"41"						
"5010"	"焦作市"	"41"						
"5011"	"修武县"	"41"						
"5012"	"博爱县"	"41"						
"5013"	"武陟县"	"41"						
"5014"	"沁阳市"	"41"						
"5015"	"温县"	"41"						
"5016"	"孟州市"	"41"						
"5020"	"濮阳市"	"41"						
"5021"	"清丰县"	"41"						
"5022"	"南乐县"	"41"						
"5023"	"范县"	"41"						
"5024"	"台前县"	"41"						
"5025"	"濮阳县"	"41"						
"5030"	"许昌市"	"41"						
"5031"	"长葛市"	"41"						
"5032"	"许昌县"	"41"						
"5033"	"鄢陵县"	"41"						
"5034"	"禹州市"	"41"						
"5040"	"漯河市"	"41"						
"5041"	"舞阳县"	"41"						
"5042"	"临颖县"	"41"						
"5050"	"三门峡市"	"41"						
"5051"	"渑池县"	"41"						
"5052"	"陕县"	"41"						
"5053"	"灵宝市"	"41"						
"5054"	"卢氏县"	"41"						
"5055"	"义马市"	"41"						
"5060"	"商丘市"	"41"						
"5062"	"虞城县"	"41"						
"5064"	"民权县"	"41"						
"5065"	"宁陵县"	"41"						
"5066"	"睢县"	"41"						
"5067"	"夏邑县"	"41"						
"5068"	"柘城县"	"41"						
"5069"	"永城市"	"41"						
"5080"	"周口市"	"41"						
"5082"	"扶沟县"	"41"						
"5083"	"西华县"	"41"						
"5084"	"商水县"	"41"						
"5085"	"太康县"	"41"						
"5086"	"鹿邑县"	"41"						
"5087"	"郸城县"	"41"						
"5088"	"淮阳县"	"41"						
"5089"	"沈丘县"	"41"						
"5091"	"项城市"	"41"						
"5110"	"驻马店市"	"41"						
"5112"	"确山县"	"41"						
"5113"	"泌阳县"	"41"						
"5114"	"遂平县"	"41"						
"5115"	"西平县"	"41"						
"5116"	"上蔡县"	"41"						
"5117"	"汝南县"	"41"						
"5118"	"平舆县"	"41"						
"5119"	"新蔡县"	"41"						
"5121"	"正阳县"	"41"						
"5130"	"南阳市"	"41"						
"5132"	"邓州市"	"41"						
"5133"	"南召县"	"41"						
"5134"	"方城县"	"41"						
"5135"	"西峡县"	"41"						
"5137"	"镇平县"	"41"						
"5138"	"内乡县"	"41"						
"5139"	"淅川县"	"41"						
"5141"	"社旗县"	"41"						
"5142"	"唐河县"	"41"						
"5143"	"新野县"	"41"						
"5144"	"桐柏县"	"41"						
"5150"	"信阳市"	"41"						
"5152"	"息县"	"41"						
"5153"	"淮滨县"	"41"						
"5155"	"潢川县"	"41"						
"5156"	"光山县"	"41"						
"5157"	"固始县"	"41"						
"5158"	"商城县"	"41"						
"5159"	"罗山县"	"41"						
"5161"	"新县"	"41"						
"5210"	"武汉市"	"42"						
"5220"	"黄石市"	"42"						
"5221"	"大冶市"	"42"						
"5230"	"十堰市"	"42"						
"5262"	"当阳市"	"42"						
"5264"	"枝江市"	"42"						
"5265"	"远安县"	"42"						
"5266"	"兴山县"	"42"						
"5267"	"秭归县"	"42"						
"5268"	"长阳县"	"42"						
"5269"	"五峰县"	"42"						
"5280"	"襄樊市"	"42"						
"5282"	"宜城县"	"42"						
"5283"	"南漳县"	"42"						
"5284"	"谷城县"	"42"						
"5285"	"保康县"	"42"						
"5287"	"老河口市"	"42"						
"5310"	"鄂州市"	"42"						
"5311"	"神农架林区"	"42"						
"5320"	"荆门市"	"42"						
"5330"	"黄冈市"	"42"						
"5331"	"麻城市"	"42"						
"5332"	"武穴县"	"42"						
"5333"	"团风县"	"42"						
"5334"	"红安县"	"42"						
"5335"	"罗田县"	"42"						
"5336"	"英山县"	"42"						
"5337"	"浠水县"	"42"						
"5338"	"蕲春县"	"42"						
"5339"	"黄梅县"	"42"						
"5350"	"孝感市"	"42"						
"5351"	"孝昌县"	"42"						
"5352"	"应城市"	"42"						
"5353"	"安陆市"	"42"						
"5355"	"大悟县"	"42"						
"5356"	"云梦县"	"42"						
"5357"	"汉川县"	"42"						
"5360"	"咸宁市"	"42"						
"5363"	"嘉鱼县"	"42"						
"5364"	"通城县"	"42"						
"5365"	"崇阳县"	"42"						
"5366"	"通山县"	"42"						
"5370"	"荆州市"	"42"						
"5371"	"仙桃市"	"42"						
"5372"	"石首市"	"42"						
"5373"	"洪湖市"	"42"						
"5374"	"天门市"	"42"						
"5375"	"潜江市"	"42"						
"5377"	"松滋市"	"42"						
"5378"	"公安县"	"42"						
"5379"	"监利县"	"42"						
"5410"	"恩施州"	"42"						
"5412"	"利川市"	"42"						
"5413"	"建始市"	"42"						
"5414"	"巴东县"	"42"						
"5415"	"宣恩县"	"42"						
"5416"	"咸丰县"	"42"						
"5417"	"来凤县"	"42"						
"5418"	"鹤峰县"	"42"						
"5510"	"长沙"	"43"						
"5520"	"株州市"	"43"						
"5521"	"株洲县"	"43"						
"5522"	"攸县县"	"43"						
"5523"	"茶陵县"	"43"						
"5583"	"澧县"	"43"						
"5525"	"醴陵市"	"43"						
"5530"	"湘潭市"	"43"						
"5532"	"湘乡市"	"43"						
"5533"	"韶山县"	"43"						
"5540"	"衡阳市"	"43"						
"5541"	"衡阳县"	"43"						
"5542"	"衡南县"	"43"						
"5543"	"衡山县"	"43"						
"5544"	"衡东县"	"43"						
"5545"	"常宁县"	"43"						
"5546"	"祁东县"	"43"						
"5547"	"耒阳县"	"43"						
"5550"	"邵阳市"	"43"						
"5551"	"邵东县"	"43"						
"5552"	"新邵县"	"43"						
"5553"	"邵阳县"	"43"						
"5554"	"隆回县"	"43"						
"5555"	"洞口县"	"43"						
"5556"	"武冈县"	"43"						
"5557"	"绥宁县"	"43"						
"5558"	"新宁县"	"43"						
"5559"	"城步县"	"43"						
"5570"	"岳阳市"	"43"						
"5571"	"岳阳县"	"43"						
"5572"	"临湘县"	"43"						
"5573"	"华容县"	"43"						
"5574"	"湘阴县"	"43"						
"5575"	"平江县"	"43"						
"5576"	"汩罗市"	"43"						
"5580"	"常德市"	"43"						
"5581"	"安乡县"	"43"						
"5582"	"汉寿县"	"43"						
"5584"	"临澧县"	"43"						
"5585"	"桃源县"	"43"						
"5586"	"石门县"	"43"						
"5587"	"津市市"	"43"						
"5590"	"张家界市"	"43"						
"5591"	"慈利县"	"43"						
"5592"	"桑植县"	"43"						
"5610"	"益阳市"	"43"						
"5612"	"沅江县"	"43"						
"5614"	"南县"	"43"						
"5615"	"桃江县"	"43"						
"5616"	"安化县"	"43"						
"5620"	"娄底市"	"43"						
"5622"	"冷水江市"	"43"						
"5623"	"涟源县"	"43"						
"5624"	"双峰县"	"43"						
"5625"	"新化县"	"43"						
"5630"	"郴州市"	"43"						
"5632"	"资兴市"	"43"						
"5634"	"桂阳县"	"43"						
"5635"	"永兴县"	"43"						
"5636"	"宜章县"	"43"						
"5637"	"嘉禾县"	"43"						
"5638"	"临武县"	"43"						
"5639"	"汝城县"	"43"						
"5641"	"桂东县"	"43"						
"5642"	"安仁县"	"43"						
"5650"	"永州市"	"43"						
"5653"	"东安县"	"43"						
"1920"	"包头市"	"15"						
"1921"	"土默特右旗"	"15"						
"1922"	"固阳县"	"15"						
"1930"	"乌海市"	"15"						
"1940"	"赤峰市"	"15"						
"1941"	"阿鲁科尔沁旗"	"15"						
"1942"	"巴林左旗"	"15"						
"1943"	"巴林右旗"	"15"						
"1944"	"林西县"	"15"						
"1945"	"克什克腾"	"15"						
"1946"	"翁牛特旗"	"15"						
"1947"	"喀喇沁旗"	"15"						
"1948"	"宁城县"	"15"						
"1949"	"敖汉旗"	"15"						
"1960"	"呼伦贝尔市"	"15"						
"1962"	"满州里市"	"15"						
"1963"	"扎兰屯市"	"15"						
"1964"	"牙克石市"	"15"						
"1965"	"阿荣旗"	"15"						
"1966"	"莫力达瓦达斡尔族旗"	"15"						
"1967"	"额尔古纳市"	"15"						
"1968"	"根河市"	"15"						
"1969"	"鄂伦春族自治旗"	"15"						
"1971"	"鄂温克族自治旗"	"15"						
"1972"	"新巴尔虎右旗"	"15"						
"1973"	"新巴尔虎左旗"	"15"						
"1974"	"陈巴尔虎旗"	"15"						
"1980"	"兴安盟"	"15"						
"1983"	"科尔沁右翼中旗"	"15"						
"1984"	"扎赉特旗"	"15"						
"1985"	"突泉县"	"15"						
"1986"	"阿尔山市"	"15"						
"1990"	"通辽市"	"15"						
"1992"	"霍林郭勒市"	"15"						
"1993"	"科尔沁左翼中旗"	"15"						
"1994"	"科尔沁左翼后旗"	"15"						
"1995"	"开鲁县"	"15"						
"1996"	"库仑县"	"15"						
"1997"	"奈曼旗"	"15"						
"1998"	"扎鲁特旗"	"15"						
"2010"	"锡林郭勒盟"	"15"						
"2011"	"二连浩特市"	"15"						
"2013"	"阿巴嘎旗"	"15"						
"2014"	"苏尼特左旗"	"15"						
"2015"	"苏尼特右旗"	"15"						
